date,period,x,tfp,capital_deepening,labor_composition,total_lp
1985:Q1,1985Q1,1985.0,1.3791822112812955,0.6583607209817847,0.12257122461063474,2.160114156873716
1985:Q2,1985Q2,1985.25,0.24154401041903278,0.5808203964931788,0.8127397385717217,1.6351041454839343
1985:Q3,1985Q3,1985.5,1.1684810311834068,0.6972473714822485,0.5708413412914837,2.43656974395714
1985:Q4,1985Q4,1985.75,1.2070834726280315,0.7601218436640319,0.2769130743411452,2.2441183906332096
1986:Q1,1986Q1,1986.0,1.4038639746386614,0.8449838005299208,0.629754024044793,2.878601799213376
1986:Q2,1986Q2,1986.25,1.7154826922349276,1.2323620918494351,0.17212852373225118,3.1199733078166147
1986:Q3,1986Q3,1986.5,0.8175690410337799,1.0247300582275212,0.19385105206266573,2.0361501513239677
1986:Q4,1986Q4,1986.75,0.5802256886195535,0.7677091365469536,0.3984761636624867,1.7464109888289947
1987:Q1,1987Q1,1987.0,-0.3561157351601437,0.16610409879240545,0.7212275721789396,0.5312159358112023
1987:Q2,1987Q2,1987.25,0.7301842197697959,-0.029750101750918995,0.20129253567420236,0.9017266536930802
1987:Q3,1987Q3,1987.5,0.9174690801141281,-0.07920965464321825,0.25709933923110384,1.0953587647020147
1987:Q4,1987Q4,1987.75,1.6125313028342914,-0.09533071004458989,0.30144536546732326,1.8186459582570258
1988:Q1,1988Q1,1988.0,2.2701319404415234,0.48021891521094817,0.038662935667055365,2.789013791319528
1988:Q2,1988Q2,1988.25,1.1719964065326622,0.14311858845806613,0.6079209089997484,1.9230359039904776
1988:Q3,1988Q3,1988.5,1.1436615564957293,0.3589595969696252,0.4523808542557184,1.955002007721074
1988:Q4,1988Q4,1988.75,0.9202770969391751,0.3203362470268365,0.3064107770140545,1.5470241209800673
1989:Q1,1989Q1,1989.0,0.3420211564681727,-0.10321041058960333,0.5035935808978209,0.7424043267763913
1989:Q2,1989Q2,1989.25,-0.4420565661740656,0.07212772252564964,0.9440094522266129,0.574080608578198
1989:Q3,1989Q3,1989.5,-0.7367999344520356,-0.008909704624573522,0.967496419988656,0.22178678091204768
1989:Q4,1989Q4,1989.75,-1.270180107512459,0.38968501982886095,0.8933764789424536,0.012881391258856567
1990:Q1,1990Q1,1990.0,-0.4574359504597527,0.6619253587403243,0.7728112463147419,0.9773006545953145
1990:Q2,1990Q2,1990.25,0.7344757758260971,1.0440182806883698,0.23030993702013447,2.0088039935346025
1990:Q3,1990Q3,1990.5,0.3901118289858923,1.1509518550632665,0.7007987279395778,2.2418624119887376
1990:Q4,1990Q4,1990.75,-0.3774012274919487,1.1823319963921504,0.6407650968518475,1.4456958657520502
1991:Q1,1991Q1,1991.0,-1.4666236900302427,1.3693549873797868,1.0429826282885912,0.9457139256381364
1991:Q2,1991Q2,1991.25,-1.015842090494923,1.3443368108080547,0.9907785580280937,1.3192732783412264
1991:Q3,1991Q3,1991.5,-0.3275106166716103,1.2574843191696639,0.5134298116749036,1.4434035141729584
1991:Q4,1991Q4,1991.75,0.7767409620551788,1.0346868484883511,1.003209126798854,2.814636937342385
1992:Q1,1992Q1,1992.0,3.633020937222016,1.1513810376913707,0.14763652306335473,4.932038497976743
1992:Q2,1992Q2,1992.25,3.2014536840245733,0.739222371830644,0.25998500859731877,4.200661064452538
1992:Q3,1992Q3,1992.5,3.0289037754253996,0.6157263629622269,0.5482247322746936,4.192854870662321
1992:Q4,1992Q4,1992.75,3.201132742627367,0.41910464527063834,0.4613017354512472,4.081539123349254
1993:Q1,1993Q1,1993.0,-0.39744727660066204,-0.09660499212308249,0.9239528769739103,0.4299006082501666
1993:Q2,1993Q2,1993.25,-0.7937293867509766,-0.14987219286883702,0.7968408155507589,-0.1467607640690538
1993:Q3,1993Q3,1993.5,-1.4980177962243266,-0.2612110223729215,0.801620852302598,-0.9576079662946492
1993:Q4,1993Q4,1993.75,-0.49499039784390275,-0.22698044211569413,0.4341917650234173,-0.2877790749361786
1994:Q1,1994Q1,1994.0,0.19002189875540942,-0.48405053082414295,1.0910736401450016,0.7970450080762692
1994:Q2,1994Q2,1994.25,0.4190826820153075,-0.6827583464358017,1.1395719991089237,0.8758963346884308
1994:Q3,1994Q3,1994.5,0.5242815161239235,-0.8360457753853068,1.1908327477827996,0.8790684885214173
1994:Q4,1994Q4,1994.75,0.44927733578091134,-0.5191750912597217,0.8041026469370216,0.7342048914582122
1995:Q1,1995Q1,1995.0,0.531286932436587,-0.15705604781022925,0.24266402984167712,0.6168949144680358
1995:Q2,1995Q2,1995.25,0.17006823086814818,0.37464088493398423,0.5261095916277547,1.070818707429888
1995:Q3,1995Q3,1995.5,0.9452467731696294,0.5828925540033424,0.15115326953933916,1.6792925967123118
1995:Q4,1995Q4,1995.75,-0.041599814237569754,0.46582984778145087,0.9046261475417872,1.3288561810856692
1996:Q1,1996Q1,1996.0,0.9961527310762217,0.6126618297846379,0.8584262529744535,2.467240813835314
1996:Q2,1996Q2,1996.25,1.9072553712816096,0.4083231034029214,0.6192920641754363,2.9348705388599683
1996:Q3,1996Q3,1996.5,1.9139328558726212,0.554415979525682,0.517034258017457,2.985383093415761
1996:Q4,1996Q4,1996.75,2.0791428299093075,0.4866603661511262,0.04517503095442521,2.6109782270148596
1997:Q1,1997Q1,1997.0,1.2349032704034015,0.23057552396480008,0.2628762920322991,1.7283550864005015
1997:Q2,1997Q2,1997.25,1.4107613005010888,0.4525892240575261,0.2009524915818517,2.0643030161404674
1997:Q3,1997Q3,1997.5,1.925116571556267,0.5723175773724223,0.32972228233232315,2.827156431261013
1997:Q4,1997Q4,1997.75,1.9875447352094735,0.8033037044180392,0.6194991702811237,3.410347609908637
1998:Q1,1998Q1,1998.0,2.962634968707444,1.183114952290321,0.04962843289177954,4.195378353889545
1998:Q2,1998Q2,1998.25,2.30434824759028,1.15867308805976,0.2021178072822316,3.665139142932272
1998:Q3,1998Q3,1998.5,2.3259639351194132,1.2434654514629426,0.4218918037831365,3.9913211903654933
1998:Q4,1998Q4,1998.75,2.0928524891660554,0.9557419701552513,0.4795997868618507,3.5281942461831584
1999:Q1,1999Q1,1999.0,2.7333605822047344,1.2584589116652616,0.47245171347700676,4.464271207347004
1999:Q2,1999Q2,1999.25,1.929734967056298,1.220567372730627,0.6463039728087594,3.796606312595685
1999:Q3,1999Q3,1999.5,1.39272288010196,1.1376302203585196,0.4989186253381739,3.0292717257986546
1999:Q4,1999Q4,1999.75,2.169218786165649,1.4880593028583575,0.2162260145465389,3.8735041035705464
2000:Q1,2000Q1,2000.0,1.1615040509097998,1.130404884386782,0.601426675242589,2.8933356105391717
2000:Q2,2000Q2,2000.25,2.504953038963509,1.3985312635859661,0.07640885261110952,3.9798931551605854
2000:Q3,2000Q3,2000.5,1.908426951778159,1.5130255103518992,0.4464383042388498,3.867890766368909
2000:Q4,2000Q4,2000.75,1.3893692619889955,1.9099258598631896,-0.007414729226606909,3.291880392625579
2001:Q1,2001Q1,2001.0,0.40143601921158023,1.868736369272212,0.5275375409551586,2.797709929438952
2001:Q2,2001Q2,2001.25,-0.01649513713296935,2.108156501017935,0.6877734688583104,2.779434832743277
2001:Q3,2001Q3,2001.5,-0.31238436748662146,2.286891156855633,0.6905446014977557,2.6650513908667683
2001:Q4,2001Q4,2001.75,-0.650872189353701,2.175968668494375,1.0914324476653192,2.6165289268059944
2002:Q1,2002Q1,2002.0,1.4686372431009396,2.426991447835774,0.3107344415476554,4.20636313248437
2002:Q2,2002Q2,2002.25,1.2832741951478086,1.8056952192266331,0.6361076944439326,3.7250771088183754
2002:Q3,2002Q3,2002.5,2.151802750643773,1.5470212915068098,0.30985425222906926,4.008678294379653
2002:Q4,2002Q4,2002.75,2.2955105666520765,1.1043934159440976,0.3060040024375432,3.7059079850337184
2003:Q1,2003Q1,2003.0,1.078467148096526,0.9894366849683055,0.2809775300337769,2.3488813630986094
2003:Q2,2003Q2,2003.25,1.7395815660183849,1.17660290563211,0.21030796229979387,3.1264924339502898
2003:Q3,2003Q3,2003.5,2.7003519985943694,0.9034445150418559,0.2722413643967414,3.8760378780329674
2003:Q4,2003Q4,2003.75,2.993150773666285,0.7118623102956974,0.45880406995220113,4.163817153914184
2004:Q1,2004Q1,2004.0,2.993016212681042,0.49458595237044145,0.40630301686315207,3.8939051819146364
2004:Q2,2004Q2,2004.25,2.799087229190232,0.3719328962180757,0.2536723791840778,3.424692504592386
2004:Q3,2004Q3,2004.5,2.3421492386641214,0.4858476875283218,-0.21238622696424514,2.615610699228199
2004:Q4,2004Q4,2004.75,1.8863488479051485,0.5199499616627368,0.11698715514540936,2.5232859647132955
2005:Q1,2005Q1,2005.0,1.9967885476580967,0.4646354040840614,0.5525084589129925,3.0139324106551513
2005:Q2,2005Q2,2005.25,1.3425646526193458,0.5081174604161711,0.2028990379757012,2.053581151011219
2005:Q3,2005Q3,2005.5,1.0149435895406143,0.63718834079918,0.3714378253786954,2.0235697557184906
2005:Q4,2005Q4,2005.75,1.4379394666424392,0.6377748937162979,0.19823383711612408,2.273948197474862
2006:Q1,2006Q1,2006.0,1.8008642825336116,0.4561428384344671,0.01727999624190346,2.2742871172099832
2006:Q2,2006Q2,2006.25,1.447183648580713,0.486713898723772,0.3233522146428136,2.2572497619472998
2006:Q3,2006Q3,2006.5,0.5372113015059707,0.3300302941240589,0.5938093588724769,1.4610509545025074
2006:Q4,2006Q4,2006.75,0.195386565659396,0.4715697535500361,0.14708836635808353,0.8140446855675165
2007:Q1,2007Q1,2007.0,-0.7479853739069093,0.8115326645726861,0.11224485841978549,0.175792149085563
2007:Q2,2007Q2,2007.25,-0.584717695858239,0.7054044469838807,0.34252734213184866,0.4632140932574913
2007:Q3,2007Q3,2007.5,-0.9505362981567518,0.8369588322296893,0.610636984198365,0.49705951827130335
2007:Q4,2007Q4,2007.75,-0.9813615054394287,1.1067731602212207,0.517911466828469,0.643323121610262
2008:Q1,2008Q1,2008.0,-1.9997691914563183,1.0176154918631373,1.1193605704669096,0.13720687087372946
2008:Q2,2008Q2,2008.25,-1.845817648620081,1.3968538567413264,0.8568697774935075,0.40790598561475383
2008:Q3,2008Q3,2008.5,-1.324036942383352,1.7329784626449365,0.5373371714308739,0.9462786916924593
2008:Q4,2008Q4,2008.75,-3.1786356693193913,2.321173081736777,1.0241367775860155,0.1666741900034019
2009:Q1,2009Q1,2009.0,-2.539811763578872,3.07089222335555,0.8108568812916772,1.3419373410683557
2009:Q2,2009Q2,2009.25,-1.337810420534394,3.332772722301649,1.311147724341133,3.3061100261083887
2009:Q3,2009Q3,2009.5,0.03188400295384897,3.2211581282131894,1.3534507538401463,4.606492885007185
2009:Q4,2009Q4,2009.75,3.2502588763069777,2.234485847895106,1.2619025613737733,6.7466472855758575
2010:Q1,2010Q1,2010.0,3.7675281070876125,1.2318076447559794,1.0063074598273936,6.005643211670986
2010:Q2,2010Q2,2010.25,3.181830827822483,0.4732599694346151,0.10364336572052935,3.7587341629776287
2010:Q3,2010Q3,2010.5,3.0936802251310103,-0.10311907722779662,0.28786387262265123,3.278425020525866
2010:Q4,2010Q4,2010.75,1.5563490917529752,-0.2769615821292234,0.40880182532925247,1.6881893349530053
2011:Q1,2011Q1,2011.0,1.1878643108326266,-0.0698356336988521,0.023502837313138514,1.141531514446914
2011:Q2,2011Q2,2011.25,0.6561176045132655,-0.32024067846689214,0.5172426474316261,0.8531195734780005
2011:Q3,2011Q3,2011.5,-0.8859257787360101,-0.41943409923237274,0.805764619838012,-0.49959525813036987
2011:Q4,2011Q4,2011.75,0.041399023005450175,-0.3016101356435047,0.15210681566077966,-0.10810429697727386
2012:Q1,2012Q1,2012.0,1.6498197382088853,-0.5669412772947591,0.4373974372136047,1.5202758981277318
2012:Q2,2012Q2,2012.25,1.1965462069416473,-0.40574163878570324,1.043120340430015,1.8339249085859597
2012:Q3,2012Q3,2012.5,0.91295701768108,-0.012775646272310814,0.04200895037467234,0.9421903217834422
2012:Q4,2012Q4,2012.75,0.4273007141916749,-0.06760666289888452,0.6905512309227646,1.0502452822155557
2013:Q1,2013Q1,2013.0,-0.7044056751148965,0.09134358384137595,0.5717977202168711,-0.04126437105664882
2013:Q2,2013Q2,2013.25,-0.4199319726401431,0.23940820486199088,-0.07432040636716764,-0.2548441741453192
2013:Q3,2013Q3,2013.5,0.5891785884422251,0.1724191065760197,0.13775427124782524,0.8993519662660707
2013:Q4,2013Q4,2013.75,0.7144001108541405,0.3427690842944582,-0.014059009640643438,1.043110185507956
2014:Q1,2014Q1,2014.0,-0.05698424973460836,0.22800153947829865,0.6446832092821708,0.815700499025862
2014:Q2,2014Q2,2014.25,1.1317733015511335,0.2616694569751743,-0.03462005601351237,1.3588227025127964
2014:Q3,2014Q3,2014.5,1.408721121683639,-0.09826740922238308,0.5035471221366272,1.8140008345978842
2014:Q4,2014Q4,2014.75,0.9758277192423847,-0.2712363467668697,0.2641265430085582,0.968717915484074
2015:Q1,2015Q1,2015.0,2.090195145748569,-0.10559161573093295,-0.4110823430450772,1.5735211869725596
2015:Q2,2015Q2,2015.25,1.0807678021677698,0.017568879596030124,0.19225098582893452,1.2905876675927352
2015:Q3,2015Q3,2015.5,0.2417364485637561,0.299311398298307,0.23091845676246336,0.771966303624527
2015:Q4,2015Q4,2015.75,-0.49701269296315254,0.26928805242355675,0.5664449796517701,0.3387203391121749
2016:Q1,2016Q1,2016.0,-0.29223950157478296,0.5701804894455106,0.04630806163188339,0.32424904950261163
2016:Q2,2016Q2,2016.25,-1.445187533890881,0.28188919444197647,0.5773384793310576,-0.5859598601178464
2016:Q3,2016Q3,2016.5,-0.6708248128466399,0.3921746561216923,-0.0763883683546851,-0.35503852507963196
2016:Q4,2016Q4,2016.75,0.49530670721738024,0.7800826947684347,-0.22979491445536127,1.0455944875304544
2017:Q1,2017Q1,2017.0,-0.011413198135363387,0.4233406298068952,0.49566967075884705,0.9075971024303795
2017:Q2,2017Q2,2017.25,1.0337780164082457,0.5394863072599089,-0.10021382704179516,1.47305049662636
2017:Q3,2017Q3,2017.5,0.9307109182434389,0.5126176360904273,0.30492916207336407,1.7482577164072308
2017:Q4,2017Q4,2017.75,1.149230371887906,0.2810626993171288,0.17997675744698682,1.610269828652022
2018:Q1,2018Q1,2018.0,1.1417784132189137,0.23804848428695033,0.3158999956587749,1.6957268931646394
2018:Q2,2018Q2,2018.25,1.1857790526263527,0.3831908777935964,0.24188645326050917,1.810856383680459
2018:Q3,2018Q3,2018.5,1.058138069353344,0.24416222479735958,0.30081136067829917,1.6031116548290034
2018:Q4,2018Q4,2018.75,0.03384810927074383,0.24045194182062501,0.7326785817522108,1.0069786328435801
2019:Q1,2019Q1,2019.0,0.8996611772472842,0.6460223384507526,0.11241296942063883,1.6580964851186761
2019:Q2,2019Q2,2019.25,0.8765293785551433,0.6529833924175856,0.20996310399761242,1.7394758749703418
2019:Q3,2019Q3,2019.5,1.122277546808824,0.7967966630259898,0.052544794499187475,1.9716190043340018
2019:Q4,2019Q4,2019.75,1.8558250114664114,1.0025754427966538,0.011005496192328934,2.869405950455395
2020:Q1,2020Q1,2020.0,-0.17133516058779463,1.31959869327375,0.6960016940920966,1.8442652267780522
2020:Q2,2020Q2,2020.25,-3.1673493845895093,6.311294690295873,2.4868396804378357,5.630784986144199
2020:Q3,2020Q3,2020.5,0.634227996293661,3.5412167476135035,1.8562042547553226,6.031648998662487
2020:Q4,2020Q4,2020.75,2.149781213807621,2.927221615069066,0.7097723194990913,5.786775148375778
2021:Q1,2021Q1,2021.0,3.8273886529750545,2.1070670767135713,0.2046453281800531,6.139101057868679
2021:Q2,2021Q2,2021.25,7.143563542389419,-3.552289225682881,-1.3705884633516519,2.220685853354887
2021:Q3,2021Q3,2021.5,3.119523996078004,-1.0674161732818594,-1.1919508336554863,0.8601569891406591
2021:Q4,2021Q4,2021.75,1.9693901665902227,-1.169399341921828,-0.05297568771158723,0.7470151369568079
2022:Q1,2022Q1,2022.0,0.6605536350477726,-0.9105769183268504,-0.36377714739979083,-0.613800430678868
2022:Q2,2022Q2,2022.25,-0.5605488938427692,-0.34994985071676055,-0.6431215495196874,-1.5536202940792165
2022:Q3,2022Q3,2022.5,-1.0127437277268598,-0.4272636382018268,0.38538240469119245,-1.0546249612374936
2022:Q4,2022Q4,2022.75,-2.3953233086616033,0.12546175370996765,0.4037203191039396,-1.8661412358476959
2023:Q1,2023Q1,2023.0,-2.0059658344314,-0.28462974946306174,1.7403202349327351,-0.550275348961726
2023:Q2,2023Q2,2023.25,-0.49232343009602675,0.21870495948355734,1.264402590909075,0.9907841202966063
2023:Q3,2023Q3,2023.5,0.05602725601797648,0.4859541593266953,1.1271953536962087,1.6691767690408812
2023:Q4,2023Q4,2023.75,1.6830371092799519,0.6859935962125283,0.8393577682999087,3.2083884737923896
2024:Q1,2024Q1,2024.0,1.8504246400955127,1.1508077093954097,0.16794015943810692,3.16917250892903
2024:Q2,2024Q2,2024.25,1.7954723684444156,0.8399941426644253,0.6752322306714298,3.3106987417802713
2024:Q3,2024Q3,2024.5,1.760902402177233,0.9766080503871065,0.2651983699704097,3.00270882253475
2024:Q4,2024Q4,2024.75,1.0377334755528604,0.8350399227787453,0.5655062387210918,2.4382796370526982
2025:Q1,2025Q1,2025.0,1.0606370170234298,0.9759734876025492,0.13912603268337875,2.1757365373093585
2025:Q2,2025Q2,2025.25,0.7847024490867344,0.7314030258877813,0.7105759764948871,2.2266814514694033
2025:Q3,2025Q3,2025.5,1.1826405334268038,0.7933735986097809,0.6599953747381093,2.6360095067746947
2025:Q4,2025Q4,2025.75,1.2676738407531332,0.9076603748864677,0.38092004283525327,2.556254258474855
